,num_inputs,num_features,num_outputs,time,iqr
0,16,16,32,43.489122688770294,0.5407578311860541
1,16,16,64,44.520035181194544,2.1396297961473496
2,16,16,128,44.4291022233665,0.33633857965469455
3,16,16,256,44.898109063506126,1.496148668229583
4,16,16,512,45.83042010664939,2.360633853822949
5,16,16,1024,49.59586754441261,0.15610279515385522
6,16,16,2048,49.05150754377246,0.15765000134707047
7,16,16,4096,49.49839420616627,0.06929012015462085
8,16,16,8192,49.46945549920202,0.24235090240836263
9,16,16,16384,49.461505766958,0.09564915671944564
10,16,16,32768,49.53981943428517,0.1464648172259299
11,16,32,32,48.744798209518194,0.565706286579371
12,16,32,64,49.20810619369149,0.7403496652841571
13,16,32,128,44.36815328896046,0.036091171205043605
14,16,32,256,44.466915242373936,1.7900078557431707
15,16,32,512,44.148138985037804,0.08112862706184329
16,16,32,1024,44.095888715237386,0.02413317561150111
17,16,32,2048,44.268066175282,0.16095116734504672
18,16,32,4096,45.29951412230729,0.806213356554509
19,16,32,8192,45.88002642616629,1.3335773721337278
20,16,32,16384,44.62802235037089,0.5436603911221018
21,16,32,32768,48.24951011687517,1.2552960775792634
22,16,64,32,48.65731354802847,0.060038268566134555
23,16,64,64,48.1668489985168,1.8701218068599685
24,16,64,128,44.659311659634106,0.21721338853240435
25,16,64,256,44.682902414351695,0.6161581724882116
26,16,64,512,44.7722621075809,0.3255831077694885
27,16,64,1024,46.74496419727802,4.4112840667366955
28,16,64,2048,48.771711103618145,1.3572003692388543
29,16,64,4096,44.32784721255301,0.299039389938114
30,16,64,8192,45.34380298107863,1.5993463806808004
31,16,64,16384,44.203603249043226,0.036045536398888314
32,16,64,32768,47.41113286465407,0.004218798130751924
33,16,128,32,49.25403296947479,0.6177908740937716
34,16,128,64,48.277490437030785,0.6519461050629637
35,16,128,128,45.21306626498699,0.0874825753271525
36,16,128,256,44.671575855463736,0.8150550536811352
37,16,128,512,44.43132173269987,0.08476786315440946
38,16,128,1024,44.32128639891743,0.10993592441081593
39,16,128,2048,44.110258407890804,0.1402927562594425
40,16,128,4096,44.323355220258236,0.24039065465331105
41,16,128,8192,44.6961540542543,0.24058092385530952
42,16,128,16384,48.32189887762069,0.004458427429204922
43,16,128,32768,76.11894835200573,0.012055970728390323
44,16,256,32,44.51095908880233,0.10921871289610989
45,16,256,64,44.69265438616276,0.15537757426500654
46,16,256,128,44.631429687142365,0.24387519806623156
47,16,256,256,44.74791966378688,0.1276273280382108
48,16,256,512,44.67080669477581,0.09591681882739113
49,16,256,1024,44.424309860914946,0.03462890163063569
50,16,256,2048,44.666383154690266,0.09638136252760368
51,16,256,4096,44.05019782483578,0.08503133431077341
52,16,256,8192,48.887879308313124,0.7608540356159217
53,16,256,16384,76.22053984690595,0.01805508509279024
54,16,256,32768,166.45516354877213,0.04110205918550643
55,16,512,32,47.84157862886786,4.281418863683933
56,16,512,64,44.69512265175581,0.0240813009440909
57,16,512,128,44.220872689038515,0.13149203732610107
58,16,512,256,46.97018763050438,3.518620133399963
59,16,512,512,44.877704866230495,0.25986153632402403
60,16,512,1024,45.20947767421603,0.5930009298026615
61,16,512,2048,44.36598589643836,0.5490636453032519
62,16,512,4096,48.72145663946866,0.19050659611821438
63,16,512,8192,76.31455185926625,0.02143532037735289
64,16,512,16384,166.59699015032785,0.06470270454885114
65,16,512,32768,325.3783732652665,0.020088627934516587
66,32,16,32,49.46526493877173,0.1901178620755713
67,32,16,64,49.2414322309196,0.335361808538434
68,32,16,128,49.13214232772589,0.9560336358845192
69,32,16,256,49.665094539523125,0.06083091720938288
70,32,16,512,44.71825646236539,0.796860642731192
71,32,16,1024,44.955274518579245,0.13826107606291999
72,32,16,2048,46.18914948776365,3.0204574577510366
73,32,16,4096,44.26559671759606,0.0962323509156755
74,32,16,8192,44.81719635426998,0.665922183543444
75,32,16,16384,49.555739779025316,0.2326480112969866
76,32,16,32768,45.13541795313358,0.4043404944241037
77,32,32,32,49.32110780850053,0.1126435585320013
78,32,32,64,49.702586494386196,0.05777310580015206
79,32,32,128,45.245840437710285,0.2706429921090628
80,32,32,256,44.43837661296129,0.11298563331365577
81,32,32,512,44.04104845598339,0.143472291529177
82,32,32,1024,44.267400056123726,0.4530138336122043
