,num_inputs,num_features,num_outputs,time,iqr
0,16,16,32,460.90625702888457,21.90493978559971
1,16,16,64,359.5483060926199,3.782410640269535
2,16,16,128,403.41642275452614,6.729270331561575
3,16,16,256,363.88103043039644,7.222957443445957
4,16,16,512,359.3274392187595,4.059937549755004
5,16,16,1024,353.3233036287129,7.084254408255234
6,16,16,2048,364.9978682709237,24.434910388663372
7,16,16,4096,376.4025963221987,12.661617947742366
8,16,16,8192,371.5672711841762,2.524194307625279
9,16,16,16384,366.1374932465453,0.6475839763879672
10,16,16,32768,369.81286605199176,9.505631634965507
11,16,32,32,354.5086675633987,5.993403727188706
12,16,32,64,355.04238788659376,0.7549342699349074
13,16,32,128,360.38497276604176,5.6889550760388214
14,16,32,256,355.13176210224634,0.726557336747655
15,16,32,512,354.2713696757952,0.3327694721520346
16,16,32,1024,354.6174533354739,2.5681131519376823
17,16,32,2048,368.3202875157197,2.7758162468671888
18,16,32,4096,366.0161253064871,2.646370325237518
19,16,32,8192,373.5151179134846,5.356424488127247
20,16,32,16384,407.56732393056154,0.5839457735419117
21,16,32,32768,432.85930752754217,14.158742502331764
22,16,64,32,350.6670353623728,8.341626962646872
23,16,64,64,353.59389955798787,6.190016632899641
24,16,64,128,350.7402893155813,2.416162984445749
25,16,64,256,363.09065421422326,13.497367501258871
26,16,64,512,400.6110029295087,1.7183208838105706
27,16,64,1024,380.583536811173,19.38479556702074
28,16,64,2048,382.270523502181,5.34262834116819
29,16,64,4096,409.0799340978264,0.5930857732892002
30,16,64,8192,408.5118021816015,0.5459897220134535
31,16,64,16384,435.7600364834071,6.492039188742615
32,16,64,32768,612.0032405015081,7.6791697647422135
33,16,128,32,369.87947486341,25.12942580506209
34,16,128,64,376.08975280697143,35.339225549250834
35,16,128,128,409.0205628424883,1.9885320216417703
36,16,128,256,411.739624477923,2.5848634541034925
37,16,128,512,411.67379748076195,2.732126973569436
38,16,128,1024,386.97997030491626,32.32489502988758
39,16,128,2048,374.76603686809545,2.248817821964605
40,16,128,4096,374.98142927264183,2.2144753020257135
41,16,128,8192,381.7475273584326,2.7985181659460596
42,16,128,16384,467.6643980666995,12.245718389749518
43,16,128,32768,678.9514397581419,3.400574903935196
44,16,256,32,412.51798775047064,3.890981897711784
45,16,256,64,406.7197186872363,2.400625497102739
46,16,256,128,407.41226729005575,3.2149236649274484
47,16,256,256,403.0531510710716,8.416281081736088
48,16,256,512,410.4383312165738,5.674608983099462
49,16,256,1024,415.5208569020033,0.8064098656177421
50,16,256,2048,411.1298637464643,1.9747577607631184
51,16,256,4096,412.8560768440365,1.494564116001141
