,num_inputs,num_features,num_outputs,time,iqr
253,128,512,32,48.91825228929519,0.6889407522976337
254,128,512,64,45.61358381062747,0.45020058751106246
255,128,512,128,46.72598225995898,2.822843566536903
256,128,512,256,44.824671261012554,0.7775086909532548
257,128,512,512,45.924549587070935,1.247549802064895
258,128,512,1024,45.24405958130955,1.6187558881938449
259,128,512,2048,45.44168792665005,1.1070184409618327
260,128,512,4096,48.65809660404921,0.004925578832628284
261,128,512,8192,76.71437126204923,0.02428563311696996
262,128,512,16384,167.30409022420645,0.053663272410621854
263,128,512,32768,325.82317532173226,0.05336478352545608
264,256,16,32,48.03342567756772,1.7390301451086974
265,256,16,64,44.83668411150574,0.2455787733197183
266,256,16,128,49.04979621991515,0.20551467314362393
267,256,16,256,46.089454758912325,2.656159177422521
268,256,16,512,45.982809569686644,1.2314547784626462
269,256,16,1024,47.70874237641692,1.441717892885209
270,256,16,2048,44.162109307944775,0.5704974755644756
271,256,16,4096,47.534147184342146,0.825435668230055
272,256,16,8192,46.78928771987557,4.4718250632286125
273,256,16,16384,44.329563081264496,0.5823958665132509
274,256,16,32768,46.18752634152771,2.141346968710428
275,256,32,32,44.695715215057135,0.389002822339536
276,256,32,64,44.70785176381469,0.4363014362752468
277,256,32,128,44.440813008695834,0.2899809740483745
278,256,32,256,46.76163440570235,3.9350203238427626
279,256,32,512,44.85886584967375,1.2195876799523802
280,256,32,1024,44.8475999571383,0.46332916244864625
281,256,32,2048,44.11367245018483,0.1656675711274151
282,256,32,4096,48.516628127545125,0.9839207865297808
283,256,32,8192,45.087019577622414,0.9321136400103561
284,256,32,16384,44.55715384334326,0.38410481065511787
285,256,32,32768,44.36546100303531,0.3887088969349857
286,256,64,32,44.58377556875348,0.3588388673961187
287,256,64,64,44.027852080762386,0.07025049999356213
288,256,64,128,45.445246044546366,0.3739236854016759
289,256,64,256,43.04858654737472,0.4178067669272434
290,256,64,512,42.93269256129861,0.08481387048959196
291,256,64,1024,42.640415001660585,0.07174247875809514
292,256,64,2048,42.15107252821327,0.16185706481337375
293,256,64,4096,42.24593246355653,0.23693023249507358
294,256,64,8192,41.7671624571085,0.35259621217846987
295,256,64,16384,42.41717949509621,0.5377444438636352
296,256,64,32768,48.39421974495054,0.0043000094592600315
297,256,128,32,42.27107608690858,0.2897826954722401
298,256,128,64,42.105844393372536,0.20438479259610198
299,256,128,128,42.492166064524405,0.2780207432806551
300,256,128,256,42.33566962182521,0.0647978857159644
301,256,128,512,42.502974104136236,1.0725479573011418
302,256,128,1024,42.766339592635624,0.2630530856549725
303,256,128,2048,43.0908240005374,0.25895703583955754
304,256,128,4096,42.745638340711594,0.24133455008267793
305,256,128,8192,42.554965503513806,0.9061977267265335
306,256,128,16384,48.68353443220258,0.0028806738555414886
307,256,128,32768,76.71066418428113,0.034932978451243525
308,256,256,32,42.51859601587057,0.6843676790595031
309,256,256,64,42.69862933084369,0.9675644338130964
310,256,256,128,42.8206598199904,0.3825207240879512
311,256,256,256,43.1617028824985,0.4362595267593908
312,256,256,512,42.13234702125192,0.03680558875202863
313,256,256,1024,42.61855443939567,0.6942603737115886
314,256,256,2048,42.8489007987082,0.20343335345387478
315,256,256,4096,42.40234913304449,0.13213939964771365
316,256,256,8192,48.6638743057847,0.008633267134427396
317,256,256,16384,76.66495052614698,0.03597047179936647
318,256,256,32768,167.31594821127752,0.04285783506931999
319,256,512,32,42.22518358379603,0.33660372719168435
320,256,512,64,43.51636500138304,0.5783373489975935
321,256,512,128,42.43971707299352,0.4231764003634453
322,256,512,256,43.057028371840715,0.644716899842024
323,256,512,512,42.47627310454846,0.3551476635038872
324,256,512,1024,42.69337425008416,0.7423316128551979
325,256,512,2048,42.45243551209569,0.3576043061912117
326,256,512,4096,50.07502608932555,0.014177476987238752
327,256,512,8192,78.28150094988253,0.021771527826779644
328,256,512,16384,168.7378966404746,0.04141312092543038
329,256,512,32768,327.1523328231914,0.07320521399381248
330,512,16,32,47.613769192248576,3.1067819334566575
331,512,16,64,49.22237301245332,0.13219481334089933
332,512,16,128,43.55441451072693,0.9876245632767637
333,512,16,256,42.21565952524543,0.09446563199162576
334,512,16,512,42.315723448991776,0.38011679425836
335,512,16,1024,42.87723198533058,0.46941945329308127
336,512,16,2048,42.98831347376108,0.10996246710419957
337,512,16,4096,46.103345677256584,4.452972579747441
338,512,16,8192,48.42653222382068,1.4218657277524513
339,512,16,16384,44.332132264971726,0.41402671486139514
340,512,16,32768,45.59262515977024,1.4061439782381044
341,512,32,32,48.76955768093467,0.868602842092515
342,512,32,64,48.15475704148412,1.562134735286238
343,512,32,128,44.182574935257435,0.6573218852281586
344,512,32,256,46.87647333368659,3.4433587454259444
345,512,32,512,44.909836798906326,0.48330398276447895
346,512,32,1024,46.80049024522304,2.7157848700881013
347,512,32,2048,45.48986664041877,1.4145410619676126
348,512,32,4096,42.49150525778531,0.29724994674324856
349,512,32,8192,42.95150890946388,0.04182094708085187
350,512,32,16384,42.65703091397881,0.36571212112903356
351,512,32,32768,43.259984981268644,0.5489042960107355
352,512,64,32,42.64455180615187,0.5887175910174793
353,512,64,64,42.496962677687414,0.45830477029084704
354,512,64,128,42.675917111337185,0.27811136096715966
355,512,64,256,43.31635046750307,0.3858356736600359
356,512,64,512,42.489790096879,0.2633536234498049
357,512,64,1024,42.91433246806264,0.4262528382241722
358,512,64,2048,43.30082802101969,1.201693061739208
359,512,64,4096,42.900932021439075,1.1850604787468848
360,512,64,8192,42.628972530365,0.958249159157275
361,512,64,16384,43.048388566821814,0.9893888607621196
362,512,64,32768,48.63089669495821,0.011595059186221883
363,512,128,32,44.47450630366803,0.17098691314459105
364,512,128,64,43.97543566301466,0.2160158008337039
365,512,128,128,45.776091665029526,1.4728150330483913
366,512,128,256,42.408168390393264,0.6522175855934568
367,512,128,512,44.576991889625795,0.5096565000712835
368,512,128,1024,48.310884051024914,1.2377376668155182
369,512,128,2048,46.222639251500375,1.835312880575654
370,512,128,4096,48.298408035188906,0.7689596153795736
371,512,128,8192,42.7581918053329,0.48707760870456884
372,512,128,16384,48.650212902575724,0.0029310584068293027
373,512,128,32768,76.70269616776042,0.030559487640852707
374,512,256,32,42.135204281657934,0.4520764574408509
375,512,256,64,42.96509278938175,0.669916998595001
376,512,256,128,43.02206872031093,1.1470422148704553
377,512,256,256,42.828310672193766,0.6799749098718169
378,512,256,512,42.819795329123735,0.7927631027996547
379,512,256,1024,42.215071413666,0.28559984639286823
380,512,256,2048,43.04509116336703,0.720597058534618
381,512,256,4096,42.54505719989538,0.3445954062044582
382,512,256,8192,50.041654799133546,0.002571474760767144
383,512,256,16384,78.85880944297071,0.08132075890899138
384,512,256,32768,168.8448088243604,0.0758285168558589
385,512,512,32,42.79515566304326,0.22934740409254775
386,512,512,64,43.14922917634249,0.19505303353071296
387,512,512,128,43.020271491259344,0.053717475384477555
388,512,512,256,44.597008526325226,1.136088930070404
389,512,512,512,42.63272196054459,0.14242045581340815
390,512,512,1024,42.53171840294575,0.5074054934084367
391,512,512,2048,42.132108844816685,0.6710235960781562
392,512,512,4096,53.190129662030614,0.03183190710842029
393,512,512,8192,82.08865657448769,0.029037706553939474
394,512,512,16384,173.36953850463033,0.07634051144123186
395,512,512,32768,331.24121917145595,0.014097429811943223
396,1024,16,32,48.13490336760879,0.8368883281946172
397,1024,16,64,47.10685206577182,3.220747690647839
398,1024,16,128,45.48395840451121,3.2237219624221365
399,1024,16,256,48.130927737802274,1.200209464877845
400,1024,16,512,44.96587552130222,0.35668136551976604
401,1024,16,1024,44.60082720965146,0.24360595270991534
402,1024,16,2048,47.89584329351782,3.7411982193589264
403,1024,16,4096,46.52360564097762,1.8996371887624297
404,1024,16,8192,49.27389597520232,0.13178363442420582
405,1024,16,16384,47.88503434509038,0.34312373027206067
406,1024,16,32768,42.105030361562974,0.06384765729308071
407,1024,32,32,42.71932166069746,0.7105779834091651
408,1024,32,64,42.462724316865206,0.02548340708017385
409,1024,32,128,42.475123312324286,0.4061467945575708
410,1024,32,256,43.335692025721066,0.49123438075184617
411,1024,32,512,42.155786454677575,0.5401584319770356
412,1024,32,1024,42.63945184648037,0.2414945513010003
413,1024,32,2048,42.93264489620924,0.3822172991931427
414,1024,32,4096,42.51573216170072,0.39910804480314654
415,1024,32,8192,42.26062335073948,0.018208660185333944
416,1024,32,16384,43.51115752011537,0.8102243766188616
417,1024,32,32768,43.824086524546146,2.1496420726180037
418,1024,64,32,42.32582226395607,0.14193924143910422
419,1024,64,64,41.98918610811234,0.21206308156251993
420,1024,64,128,42.87145696580409,0.7105093449354152
421,1024,64,256,46.256746184080846,6.082752346992493
422,1024,64,512,46.71588523313403,2.7525070123374453
423,1024,64,1024,44.56360209733248,2.1076833829283697
424,1024,64,2048,44.479273948818445,0.5038460716605181
425,1024,64,4096,45.13739556074142,0.7774752564728238
426,1024,64,8192,44.38852505758404,0.27613500133156765
427,1024,64,16384,47.01445182785391,0.2742041833698759
428,1024,64,32768,48.83436370640993,0.2574682235717795
429,1024,128,32,48.1109856069088,0.5181663669645746
430,1024,128,64,47.07121476531029,4.248127155005929
431,1024,128,128,48.084897883236415,0.14977008104324613
432,1024,128,256,44.302685484290116,0.3121645189821707
433,1024,128,512,43.6653502099216,2.182057965546846
434,1024,128,1024,43.3488673530519,0.3188817761838413
435,1024,128,2048,42.55290923640132,0.5260472185909771
436,1024,128,4096,42.90462750941515,0.26003755629062497
437,1024,128,8192,44.30274602025747,0.3733604215085476
438,1024,128,16384,50.14023184776306,0.0063318293541753876
439,1024,128,32768,78.45537045683997,0.030600931495426458
440,1024,256,32,48.154235854744904,0.7535682991147079
441,1024,256,64,45.527173150330775,1.7809959128499027
442,1024,256,128,44.2311797849834,0.1551317982375605
443,1024,256,256,44.787217751145356,0.8836271241307201
444,1024,256,512,44.88636422902346,0.42616399005055544
445,1024,256,1024,47.14118588715792,2.7398703619837805
446,1024,256,2048,48.01681948825717,1.9970618188381155
447,1024,256,4096,49.22714099287987,0.10597193613648599
448,1024,256,8192,52.7610304299742,0.0026061665266794852
449,1024,256,16384,82.13107835501432,0.029995106160649498
450,1024,256,32768,173.14339320485786,0.03679445944725513
451,1024,512,32,44.87159276381135,0.007514934986830332
452,1024,512,64,42.35565062612295,0.1713376492261875
453,1024,512,128,42.286298889666796,0.13726856559515302
454,1024,512,256,44.8436164110899,1.0675769299268685
455,1024,512,512,44.993162248283625,0.16652448102831482
456,1024,512,1024,45.2572431974113,0.8874258957803264
457,1024,512,2048,46.42247123643756,2.162500098347659
458,1024,512,4096,58.8574190158397,0.006864126771683843
459,1024,512,8192,88.20431946736315,0.033076852560046374
460,1024,512,16384,180.4071309355398,0.029831659048833864
461,1024,512,32768,337.04166021198034,0.03270804882049127
462,2048,16,32,49.296409990638494,0.039918068796397456
463,2048,16,64,46.62435283884406,4.354768246412279
464,2048,16,128,44.74625911563634,0.40388973429799285
465,2048,16,256,44.52027345076203,0.14599757269024466
466,2048,16,512,46.920514553785324,3.83258014917373
467,2048,16,1024,49.14211405441165,0.7141471840441208
468,2048,16,2048,49.1811966150999,0.44724000617861825
469,2048,16,4096,44.4201691634953,0.35869106650352045
470,2048,16,8192,44.45749066770076,0.0937534496188108
471,2048,16,16384,44.583487436175346,0.24064369499683175
472,2048,16,32768,45.61740197241307,2.865854371339085
473,2048,32,32,44.76558217778802,0.45246295630931715
474,2048,32,64,42.88305215537548,1.3850060291588289
475,2048,32,128,42.60427573695778,0.3464870154857666
476,2048,32,256,43.61817367374896,2.2125958465039712
477,2048,32,512,43.2966529764235,0.3275689668953455
478,2048,32,1024,43.01725633442402,0.18728608265519525
479,2048,32,2048,44.940751511603594,0.5013615824282113
480,2048,32,4096,42.62566348537803,0.42064888402820083
481,2048,32,8192,42.394158095121384,0.43058339506387366
482,2048,32,16384,42.519058380275965,0.2538086846470846
483,2048,32,32768,42.51002846285701,0.23931805044413115
484,2048,64,32,42.080446872860186,1.2641871348023441
485,2048,64,64,42.9437299259007,1.5959444455802416
486,2048,64,128,42.462613042444,0.3381785936653581
487,2048,64,256,43.644861932843924,2.8275547549128563
488,2048,64,512,44.60108259692788,0.40796874091028923
489,2048,64,1024,46.1540449783206,2.546544186770914
490,2048,64,2048,44.99157011508942,0.9191804565489305
491,2048,64,4096,44.71275009214878,0.31591113656758785
492,2048,64,8192,44.995830450207,0.9571956470608736
493,2048,64,16384,45.23148683831096,0.6784656085073932
494,2048,64,32768,50.410009222105145,0.0044615473598289945
495,2048,128,32,44.4662713073194,0.8011796511709686
496,2048,128,64,46.179990377277136,3.826226387172938
497,2048,128,128,48.0818541534245,2.1807166747748803
498,2048,128,256,45.41294168680906,0.3670281730592276
499,2048,128,512,45.80153621733188,2.819552551954984
500,2048,128,1024,42.346312161535025,0.5214553326368334
501,2048,128,2048,43.293049912899725,0.7311864756047706
502,2048,128,4096,42.960965856909745,0.3918128088116609
503,2048,128,8192,43.120404575020075,0.37283422425389445
504,2048,128,16384,52.89286756888032,0.008170260116454633
505,2048,128,32768,82.14284788817169,0.030258670449248223
506,2048,256,32,51.373998005874455,0.017470936290916714
507,2048,256,64,43.31965424120427,0.046593043953178
508,2048,256,128,42.118316777050495,0.5499536171555487
509,2048,256,256,43.30738773569465,0.5228960886597623
510,2048,256,512,42.07725187763572,0.05190493538975553
511,2048,256,1024,42.63410108163953,0.7396780885755996
512,2048,256,2048,42.224569413810976,0.5017356015741813
513,2048,256,4096,45.39103366434574,0.006716419011354295
514,2048,256,8192,58.93278906587512,0.007491908036170222
515,2048,256,16384,88.2073816154962,0.03557559102773038
516,2048,256,32768,180.4624965103964,0.03546616062519246
517,2048,512,32,61.64471474476158,0.01939046196639026
518,2048,512,64,52.21483609639108,0.004104152321812715
519,2048,512,128,48.590518813580275,0.020369887351985787
520,2048,512,256,46.98503892868758,0.0014679506421118554
521,2048,512,512,46.96324868127703,0.00797016546130161
522,2048,512,1024,50.18862213473766,0.0006624264642610014
523,2048,512,2048,56.99262374546379,0.008003623224791406
524,2048,512,4096,71.59157207102649,0.024017877876762586
525,2048,512,8192,101.37579077854751,0.033670337870719866
526,2048,512,16384,195.3109518878839,0.06864313036202192
527,2048,512,32768,349.97145071004826,0.04327041096984689
528,4096,16,32,43.61973797902465,2.0462050102651124
529,4096,16,64,42.04046482220292,0.22939508780837642
530,4096,16,128,42.309695817530155,0.4301046021282635
531,4096,16,256,42.76030693203211,1.039373502135275
532,4096,16,512,47.37158641219139,1.4473441988229756
533,4096,16,1024,48.95964378491044,0.6752111949026607
534,4096,16,2048,42.39110333845019,0.19787354394793627
535,4096,16,4096,42.33028128743171,0.41723214089870037
536,4096,16,8192,42.0739078335464,0.18483726307750317
537,4096,16,16384,41.9834410957992,0.2874189056456105
538,4096,16,32768,42.021708656102426,0.14831097796559323
539,4096,32,32,41.97564585134386,0.145215913653377
540,4096,32,64,41.7801240645349,0.27048848569393413
